[Phi-180],[Phi-179],[Phi-178],[Phi-177],[Phi-176],[Phi-175],[Phi-174],[Phi-173],[Phi-172],[Phi-171],[Phi-170],[Phi-169],[Phi-168],[Phi-167],[Phi-166],[Phi-165],[Phi-164],[Phi-163],[Phi-162],[Phi-161],[Phi-160],[Phi-159],[Phi-158],[Phi-157],[Phi-156],[Phi-155],[Phi-154],[Phi-153],[Phi-152],[Phi-151],[Phi-150],[Phi-149],[Phi-148],[Phi-147],[Phi-146],[Phi-145],[Phi-144],[Phi-143],[Phi-142],[Phi-141],[Phi-140],[Phi-139],[Phi-138],[Phi-137],[Phi-136],[Phi-135],[Phi-134],[Phi-133],[Phi-132],[Phi-131],[Phi-130],[Phi-129],[Phi-128],[Phi-127],[Phi-126],[Phi-125],[Phi-124],[Phi-123],[Phi-122],[Phi-121],[Phi-120],[Phi-119],[Phi-118],[Phi-117],[Phi-116],[Phi-115],[Phi-114],[Phi-113],[Phi-112],[Phi-111],[Phi-110],[Phi-109],[Phi-108],[Phi-107],[Phi-106],[Phi-105],[Phi-104],[Phi-103],[Phi-102],[Phi-101],[Phi-100],[Phi-99],[Phi-98],[Phi-97],[Phi-96],[Phi-95],[Phi-94],[Phi-93],[Phi-92],[Phi-91],[Phi-90],[Phi-89],[Phi-88],[Phi-87],[Phi-86],[Phi-85],[Phi-84],[Phi-83],[Phi-82],[Phi-81],[Phi-80],[Phi-79],[Phi-78],[Phi-77],[Phi-76],[Phi-75],[Phi-74],[Phi-73],[Phi-72],[Phi-71],[Phi-70],[Phi-69],[Phi-68],[Phi-67],[Phi-66],[Phi-65],[Phi-64],[Phi-63],[Phi-62],[Phi-61],[Phi-60],[Phi-59],[Phi-58],[Phi-57],[Phi-56],[Phi-55],[Phi-54],[Phi-53],[Phi-52],[Phi-51],[Phi-50],[Phi-49],[Phi-48],[Phi-47],[Phi-46],[Phi-45],[Phi-44],[Phi-43],[Phi-42],[Phi-41],[Phi-40],[Phi-39],[Phi-38],[Phi-37],[Phi-36],[Phi-35],[Phi-34],[Phi-33],[Phi-32],[Phi-31],[Phi-30],[Phi-29],[Phi-28],[Phi-27],[Phi-26],[Phi-25],[Phi-24],[Phi-23],[Phi-22],[Phi-21],[Phi-20],[Phi-19],[Phi-18],[Phi-17],[Phi-16],[Phi-15],[Phi-14],[Phi-13],[Phi-12],[Phi-11],[Phi-10],[Phi -9],[Phi -8],[Phi -7],[Phi -6],[Phi -5],[Phi -4],[Phi -3],[Phi -2],[Phi -1],[Phi  0],[Phi  1],[Phi  2],[Phi  3],[Phi  4],[Phi  5],[Phi  6],[Phi  7],[Phi  8],[Phi  9],[Phi 10],[Phi 11],[Phi 12],[Phi 13],[Phi 14],[Phi 15],[Phi 16],[Phi 17],[Phi 18],[Phi 19],[Phi 20],[Phi 21],[Phi 22],[Phi 23],[Phi 24],[Phi 25],[Phi 26],[Phi 27],[Phi 28],[Phi 29],[Phi 30],[Phi 31],[Phi 32],[Phi 33],[Phi 34],[Phi 35],[Phi 36],[Phi 37],[Phi 38],[Phi 39],[Phi 40],[Phi 41],[Phi 42],[Phi 43],[Phi 44],[Phi 45],[Phi 46],[Phi 47],[Phi 48],[Phi 49],[Phi 50],[Phi 51],[Phi 52],[Phi 53],[Phi 54],[Phi 55],[Phi 56],[Phi 57],[Phi 58],[Phi 59],[Phi 60],[Phi 61],[Phi 62],[Phi 63],[Phi 64],[Phi 65],[Phi 66],[Phi 67],[Phi 68],[Phi 69],[Phi 70],[Phi 71],[Phi 72],[Phi 73],[Phi 74],[Phi 75],[Phi 76],[Phi 77],[Phi 78],[Phi 79],[Phi 80],[Phi 81],[Phi 82],[Phi 83],[Phi 84],[Phi 85],[Phi 86],[Phi 87],[Phi 88],[Phi 89],[Phi 90],[Phi 91],[Phi 92],[Phi 93],[Phi 94],[Phi 95],[Phi 96],[Phi 97],[Phi 98],[Phi 99],[Phi100],[Phi101],[Phi102],[Phi103],[Phi104],[Phi105],[Phi106],[Phi107],[Phi108],[Phi109],[Phi110],[Phi111],[Phi112],[Phi113],[Phi114],[Phi115],[Phi116],[Phi117],[Phi118],[Phi119],[Phi120],[Phi121],[Phi122],[Phi123],[Phi124],[Phi125],[Phi126],[Phi127],[Phi128],[Phi129],[Phi130],[Phi131],[Phi132],[Phi133],[Phi134],[Phi135],[Phi136],[Phi137],[Phi138],[Phi139],[Phi140],[Phi141],[Phi142],[Phi143],[Phi144],[Phi145],[Phi146],[Phi147],[Phi148],[Phi149],[Phi150],[Phi151],[Phi152],[Phi153],[Phi154],[Phi155],[Phi156],[Phi157],[Phi158],[Phi159],[Phi160],[Phi161],[Phi162],[Phi163],[Phi164],[Phi165],[Phi166],[Phi167],[Phi168],[Phi169],[Phi170],[Phi171],[Phi172],[Phi173],[Phi174],[Phi175],[Phi176],[Phi177],[Phi178],[Phi179],
[Psi-180],-1.5608,-1.6037,-1.6263,-1.5726,-1.5726,-1.5883,-1.6374,-1.6629,-1.6300,-1.5726,-1.5242,-1.4820,-1.4152,-1.3485,-1.2557,-1.1886,-1.1291,-0.9770,-0.8795,-0.7715,-0.6700,-0.5012,-0.3791,-0.4048,-0.4048,-0.4048,-0.3791,-0.3660,-0.3120,-0.2548,-0.2097,-0.1784,-0.1128,-0.1128,-0.1128,-0.0958,0.0329,0.1145,0.2035,0.2270,0.2758,0.3011,0.3271,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.3011,0.3011,0.3271,0.3271,0.3011,0.3011,0.2511,0.1805,0.1360,0.1360,0.0729,-0.0056,-0.0426,-0.1128,-0.1128,-0.1784,-0.2694,-0.3528,-0.4298,-0.5126,-0.6603,-0.7627,-0.9698,-1.0393,-1.1167,-1.1886,-1.2171,-1.2771,-1.4013,-1.4906,-1.5118,-1.5034,-1.4863,-1.5201,-1.5726,-1.5366,-1.5406,-1.5528
[Psi-179],-1.5608,-1.5960,-1.6037,-1.5608,-1.5647,-1.5805,-1.6374,-1.6593,-1.6188,-1.5447,-1.5159,-1.4690,-1.4013,-1.3236,-1.2283,-1.1652,-1.0979,-0.9553,-0.8636,-0.7358,-0.6504,-0.4897,-0.3920,-0.3660,-0.3920,-0.3791,-0.3660,-0.3528,-0.3120,-0.2694,-0.2250,-0.1784,-0.1128,-0.0784,-0.0784,-0.0607,0.0527,0.1360,0.2270,0.2511,0.3011,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.2758,0.2758,0.3011,0.3011,0.2758,0.2758,0.2270,0.1580,0.0935,0.0935,0.0329,-0.0784,-0.1297,-0.2097,-0.2400,-0.2980,-0.4048,-0.4780,-0.5571,-0.6405,-0.7627,-0.8475,-1.0393,-1.0979,-1.1473,-1.2171,-1.2448,-1.3032,-1.4106,-1.4777,-1.4991,-1.4863,-1.4647,-1.5076,-1.5687,-1.5242,-1.5284,-1.5528
[Psi-178],-1.5844,-1.6113,-1.6075,-1.5726,-1.5766,-1.5805,-1.6188,-1.6411,-1.5921,-1.5118,-1.4863,-1.4558,-1.3919,-1.2928,-1.1944,-1.1291,-1.0526,-0.9105,-0.8228,-0.7267,-0.6405,-0.5126,-0.3920,-0.3394,-0.3528,-0.3528,-0.3528,-0.3394,-0.2980,-0.2548,-0.2097,-0.1624,-0.0958,-0.0607,-0.0607,-0.0426,0.0527,0.1360,0.2270,0.2511,0.3011,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.3271,0.3271,0.3271,0.3011,0.2511,0.2511,0.2758,0.2758,0.2511,0.2511,0.2035,0.1360,0.0935,0.0935,0.0329,-0.0784,-0.1297,-0.2097,-0.2400,-0.2980,-0.4173,-0.5239,-0.6100,-0.6893,-0.8144,-0.8951,-1.0592,-1.1167,-1.1652,-1.2171,-1.2557,-1.3286,-1.4289,-1.4863,-1.5034,-1.4906,-1.4690,-1.5034,-1.5766,-1.5447,-1.5366,-1.5528
[Psi-177],-1.5921,-1.6188,-1.6075,-1.5608,-1.5766,-1.5883,-1.6188,-1.6411,-1.5883,-1.5076,-1.4777,-1.4558,-1.3824,-1.2664,-1.1711,-1.1105,-1.0526,-0.9332,-0.8556,-0.7715,-0.6700,-0.5462,-0.4542,-0.4048,-0.4173,-0.4173,-0.4173,-0.3660,-0.3120,-0.2548,-0.1942,-0.1462,-0.0784,-0.0426,-0.0426,-0.0056,0.0935,0.1805,0.2758,0.3011,0.3271,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.3271,0.3271,0.3271,0.3011,0.2511,0.2511,0.2758,0.2758,0.2035,0.1805,0.1360,0.0729,0.0329,0.0134,-0.0243,-0.1297,-0.1624,-0.2400,-0.2980,-0.3791,-0.5012,-0.5571,-0.6405,-0.7448,-0.8795,-0.9257,-1.0592,-1.1352,-1.2001,-1.2448,-1.2876,-1.3534,-1.4470,-1.4777,-1.4906,-1.4777,-1.4514,-1.4820,-1.5687,-1.5528,-1.5284,-1.5406
[Psi-176],-1.5568,-1.5883,-1.5726,-1.5487,-1.5608,-1.5844,-1.6075,-1.6337,-1.5766,-1.5034,-1.4690,-1.4425,-1.3632,-1.2718,-1.1886,-1.1167,-1.0393,-0.9257,-0.8393,-0.7802,-0.6893,-0.5786,-0.5012,-0.4542,-0.4542,-0.4542,-0.4173,-0.3528,-0.3120,-0.2548,-0.1942,-0.1462,-0.0607,0.0134,0.0134,0.0527,0.1580,0.2035,0.3011,0.3011,0.3271,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.3011,0.2758,0.2758,0.2758,0.2758,0.2270,0.2270,0.2511,0.2270,0.1580,0.0935,0.0527,0.0134,-0.0426,-0.0426,-0.0784,-0.1784,-0.2250,-0.2980,-0.3660,-0.4420,-0.5679,-0.6405,-0.6987,-0.8228,-0.9480,-0.9982,-1.1229,-1.1944,-1.2771,-1.3286,-1.3583,-1.4244,-1.4991,-1.5201,-1.5159,-1.5034,-1.4647,-1.4949,-1.5608,-1.5487,-1.5242,-1.5242
[Psi-175],-1.5687,-1.6113,-1.5805,-1.5568,-1.5647,-1.5844,-1.5960,-1.6226,-1.5726,-1.4991,-1.4647,-1.4289,-1.3485,-1.2664,-1.1533,-1.0916,-1.0257,-0.9105,-0.8311,-0.7975,-0.7174,-0.5786,-0.5126,-0.4542,-0.4420,-0.4542,-0.4173,-0.3528,-0.3120,-0.2400,-0.1784,-0.1297,-0.0426,0.0329,0.0329,0.0729,0.1805,0.2035,0.3011,0.3011,0.3271,0.3271,0.3538,0.3538,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3812,0.3538,0.3538,0.3538,0.3538,0.3538,0.3271,0.3011,0.2758,0.2758,0.2758,0.2758,0.2270,0.2270,0.2511,0.2270,0.1580,0.0935,0.0527,-0.0056,-0.1624,-0.1624,-0.2097,-0.3528,-0.4048,-0.4298,-0.5012,-0.5679,-0.7081,-0.7975,-0.8716,-0.9770,-1.0657,-1.0723,-1.1944,-1.2393,-1.2980,-1.3386,-1.3919,-1.4603,-1.5284,-1.5406,-1.5242,-1.4991,-1.4558,-1.4991,-1.5608,-1.5487,-1.5447,-1.5406
